리뷰일,앱이름,별점,사용자 리뷰,회사 응답
2025-02-06,공모주알리미,5.0,청약에 성공하고 싶다면 쉽고 빠른 정보가 필수죠~공모주 청약 알리미를 통해 도움받아보셨으면 좋겠네요,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-02-06,공모주알리미,5.0,공모주 청약 해볼려고 알아보는데 정보가 많아 비교해야하는데 맨날 네이버나 구글에서 검색하고 까먹어서 또 검색하고 그랬는데 이 어플 하나만 다운 받으면 참고하고 싶을 때마다 열어서 참고할 수 있어서 좋습니다! 주위에도 많이 홍보했어요.,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-02-05,공모주알리미,5.0,공모주 청약에 대해서 자세하고 꼼꼼하게 나와있고 실시간으로 볼수있고 알려주니까 너무 편리하고 만족합니다,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-02-05,공모주알리미,5.0,공모주 청약일정에 대해 잘 나와있네요. 관심만 가지고 있었는데.. 잘 보고 결정할 수 있을거 같아요,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-02-03,공모주알리미,5.0,"공모정보,청약정보를 확인할수 있는 유용한 앱입니다 실시간으로 공모주 정보를 알려주는 알리미가 있어서 편리하고 추천하는 어플이예요","안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2025-02-03,공모주알리미,5.0,공린이도 이해하기 쉬운 공모주 청약 정보 알리미를 소개합니다 ! IPO가 제공하는 모든 정보를 쉽고 간편하게 파악하여 청약에 성공해보세요,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2024-11-23,공모주알리미,5.0,"공모등록 일정을 놓치기 쉬운데, 이 앱 덕분에 중요한 일정을 빠르게 확인할 수 있습니다. 위시리스트 기능을 이용해서 관심상품 관리에 도움이 되고, 정확하고 빠르게 정보가 업데이트되어 만족스럽습니다. 이 앱 덕분에 이제 계획대로 투자할 수 있습니다!","안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2024-11-23,공모주알리미,5.0,"표와 차트 덕분에 기업의 수익성을 빠르게 파악할 수 있다는 점이 좋습니다. 필수 항목들도 자세하게 설명되어 있어 투자 결정에 큰 도움이 됩니다. 사용자 인터페이스가 좀 더 직관적이었으면 좋겠지만, 기본적인 기능은 여전히 ​​만족스럽습니다.","안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2024-11-21,공모주알리미,5.0,매달 일정을 확인할 수 있어서 구독을 계획하는데 큰 도움이 되었습니다. 하지만 제공되는 차트가 좀 더 다양하면 더 좋을 것 같아요. 게다가 정보도 정확하고 읽기 쉽기 때문에 자주 이용할 것 같고 서비스도 정말 마음에 듭니다.,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2024-11-21,공모주알리미,5.0,깔끔하고 디테일합니다. 이는 IPO 일정을 확인할 때 특히 유용합니다. 예전에는 일정을 작성하고 확인하곤 했는데 이 앱을 사용하면 더 이상 걱정할 필요가 없습니다. 마음에 드는 종목이 상장되는 날 알림을 받기 때문에 편리하게 투자하실 수 있습니다.,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2024-10-18,공모주알리미,5.0,청약관련 경쟁율이나 잘모르는 초보자들도 쉽게 이해할수있게끔 설명 이잘되어있고 알리미 기능이 좋네요,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2024-10-18,공모주알리미,5.0,"실시간 청약공고(업데이트)가 나오며, 공모주 청약 일정도 있고, 캘린더 와 관심종목 메뉴도 있습니다.","안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2024-10-18,공모주알리미,5.0,공모주 알리미 어플을 이용하면서 실시간으로 공모주에 대한 정보를 얻을 수 있어서 편리했어요,"안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2024-10-18,공모주알리미,5.0,"직관적인 사용자 인터페이스 덕분에 처음 사용하는 사람도 쉽게 적응할 수 있었습니다. 각 기능이 명확하게 구분되어 있고, 원하는 작업을 찾기 쉬워 매우 유용합니다.","안녕하세요! 공모주 알리미 - 청약, IPO, 경쟁률 앱을 사용해 주셔서 진심으로 감사드립니다. 여러분의 소중한 피드백과 지원 덕분에 더 나은 서비스를 제공할 수 있습니다. 앞으로도 계속해서 최상의 경험을 제공하기 위해 노력하겠습니다. 감사합니다!"
2024-09-21,공모주알리미,1.0,비추입니다.정보 받기? 그거 눌러 전번 등록했더니 월구독 2200원 자동결제 되버리네요 어디에도 유료라고 명시도 안되어있는데..이거 왼전 개사기 어플입니다,"안녕하세요. 공모주 알리미 - 청약, IPO, 경쟁률 앱을 이용해주셔서 진심으로 감사드립니다.
불편을 겪게 해드려 정말 죄송합니다. 저희는 사용자들의 편의를 최우선으로 생각하며, 광고 노출을 최소화하기 위해 노력하고 있습니다.
사용자들이 광고로 인해 불편함을 느끼지 않도록 개선해 나가겠습니다.
말씀하신 사항은 해당 팀 내로 전달 드려 해결 할 수 있도록 노력하겠습니다.
앞으로 더 나은 앱 이용 경험을 제공하기 위해 사용자들의 의견을 소중히 받아들이며, 앱 이용 환경을 개선하기 위해 지속적으로 노력하겠습니다. 감사합니다.
"
2024-07-28,공모주알리미,5.0,공모주 청약 앱을 사용해보니 청약 정보와 기업 정보를 손쉽게 확인할 수 있어서 매우 만족스럽습니다. 실시간 업데이트 덕분에 중요한 청약 일정을 놓치지 않게 되었어요. 검색 기능도 간편해서 필요한 종목을 쉽게 찾을 수 있었습니다. 강력 추천합니다.,안녕하세요 먼저 저희앱을 이용해주신 점과 소중하고 좋은 리뷰 작성해주신점에 대해 감사드립니다. 유저분께서 좋은 정보를 얻어가셨니 저희도 기쁩니다 :) 앞으로도 좋은 정보 전달을 위해 노력하겠습니다. 감사합니다.
2024-07-27,공모주알리미,5.0,이 앱을 통해 공모주 청약 정보를 실시간으로 확인할 수 있어서 너무 편리합니다. 청약 일정과 기업 정보를 쉽게 파악할 수 있어서 투자에 큰 도움이 되었어요. 캘린더와 찜하기 기능으로 관심 종목을 관리할 수 있어 정말 유용합니다.,안녕하세요 먼저 저희앱을 이용해주신 점과 소중하고 좋은 리뷰 작성해주신점에 대해 감사드립니다. 유저분께서 좋은 정보를 얻어가셨니 저희도 기쁩니다 :) 앞으로도 좋은 정보 전달을 위해 노력하겠습니다. 감사합니다.
2024-07-26,공모주알리미,5.0,이 앱 덕분에 공모주 청약 정보와 기업 정보를 쉽게 얻을 수 있었어요. 실시간 업데이트 기능이 있어 청약 일정을 놓치지 않고 확인할 수 있어요. 찜하기 기능으로 관심 종목을 관리할 수 있어서 매우 편리합니다. 투자자들에게 꼭 필요한 앱입니다.,안녕하세요 먼저 저희앱을 이용해주신 점과 소중하고 좋은 리뷰 작성해주신점에 대해 감사드립니다. 유저분께서 좋은 정보를 얻어가셨니 저희도 기쁩니다 :) 앞으로도 좋은 정보 전달을 위해 노력하겠습니다. 감사합니다.
2024-07-25,공모주알리미,5.0,"공모주 청약 정보를 손쉽게 확인할 수 있는 이 앱 덕분에 투자 관리가 편해졌어요. 월별로 청약, 환불일, 상장 일정을 확인할 수 있는 캘린더 기능이 특히 유용했습니다. 검색 기능도 간편해서 필요한 종목을 쉽게 찾을 수 있었어요. 추천합니다.",안녕하세요 먼저 저희앱을 이용해주신 점과 소중하고 좋은 리뷰 작성해주신점에 대해 감사드립니다. 유저분께서 좋은 정보를 얻어가셨니 저희도 기쁩니다 :) 앞으로도 좋은 정보 전달을 위해 노력하겠습니다. 감사합니다.
2024-07-25,공모주알리미,5.0,"공모주 청약 앱을 사용해보니 정말 편리합니다. 실시간으로 다가오는 청약일을 확인할 수 있고, IPO 일정도 한눈에 볼 수 있어서 좋아요. 표와 그래프를 통해 기업의 수익성을 쉽게 파악할 수 있는 점도 유용합니다. 꼭 사용해보세요!",안녕하세요 먼저 저희앱을 이용해주신 점과 소중하고 좋은 리뷰 작성해주신점에 대해 감사드립니다. 유저분께서 좋은 정보를 얻어가셨니 저희도 기쁩니다 :) 앞으로도 좋은 정보 전달을 위해 노력하겠습니다. 감사합니다.
2022-12-02,공모주알리미,5.0,주변에도 추천 해주었네요 관련 어플중에선 이게가장 볼게 많고 정확 합니다,안녕하세요 먼저 저희앱을 이용해주신 점과 소중하고 좋은 리뷰 작성해주신점에 대해 감사드립니다. 유저분께서 좋은 정보를 얻어가셨니 저희도 기쁩니다 :) 앞으로도 좋은 정보 전달을 위해 노력하겠습니다. 감사합니다.
2022-12-01,공모주알리미,5.0,성적 구간 및 장학금 신청 안내 자세히 받아보았네요 도움 되었습니다,안녕하세요 먼저 저희앱을 이용해주신 점과 소중하고 좋은 리뷰 작성해주신점에 대해 감사드립니다. 유저분께서 좋은 정보를 얻어가셨니 저희도 기쁩니다 :) 앞으로도 좋은 정보 전달을 위해 노력하겠습니다. 감사합니다.
